skt-0_PCIRdCur,skt-0_RFO,skt-0_CRd,skt-0_DRd,skt-0_ItoM,skt-0_PRd,skt-0_WiL
9476880,6841268,1019732,67910038,1041642,966,604772
9175180,7269766,1059506,69160658,1084524,966,613256
8995560,7010710,1075550,66182998,1080282,966,614012
9390052,6939324,917994,69967520,1031296,966,609308
9018996,7200802,1028888,66827754,1106756,966,621264
9399894,6851474,962794,68162164,1047298,1134,600488
9183370,7273924,992306,68670000,1075984,966,600684
8960756,7006510,985698,66179204,1064756,0,605360
9453598,6756582,986650,68688578,1043924,0,591920
9137562,7282814,1013810,67763906,1104390,0,604282
9234904,6861610,997094,67217234,1058540,0,594874
9253118,7272300,1056048,68619698,1069852,0,598808
8998780,7007952,974400,66224508,1064504,0,590184
9499672,6921040,1070356,70625618,1038562,0,574196
8877736,7190946,1098552,67224500,1105034,280,599746
9587256,6805218,1049202,69319782,1039794,0,571634
9091082,7284620,1227646,68742674,1086554,0,578984
9159724,6884318,1045688,66458448,1066324,0,579908
9387042,6963404,942886,70040124,1032500,0,577654
8898582,7153874,878752,68038894,1105622,0,585438
9433312,6850872,871962,68107382,1044218,0,591276
9107742,7282240,1037386,69328532,1084902,0,619626
9012990,6945162,897148,66401580,1090278,0,622132
9451414,6932478,888146,70554666,1026928,168,603246
8888460,7176540,822080,68192880,1111432,14,625016
9471238,6858264,774886,67030684,1055180,14,608804
9210502,7055888,985334,70383418,1030820,14,605192
8891680,7089586,832202,66974558,1103760,0,618912
9493596,6630302,867440,67422656,1049272,0,611688
9360288,6990802,874762,70754852,1040774,0,592620
8908788,7107968,909132,67035892,1094324,0,620984
9531746,6808242,905954,69802670,1036588,0,602238
9123352,7254184,922894,69324276,1067430,168,617862
9044014,6919472,887698,66523912,1070622,0,622160
9519566,6927942,934752,70064708,1032598,0,605332
8959566,7143584,937090,68616268,1101898,0,628376
9240672,6883296,932246,66586198,1062488,0,613368
9321690,7020594,901404,70666512,1049636,0,607796
9022790,6993056,890694,66916962,1102934,0,627340
9549694,6817972,1497482,69663496,1033592,0,601888
9116072,7114492,879578,70724094,1065064,0,607754
8939336,7035126,1096438,66783570,1094100,280,617806
9512510,6811056,948542,71255758,1032794,0,606914
9063432,7179732,935494,69078548,1115702,0,631302
9374834,6856934,968758,68949566,1046458,0,593558
9259292,7165116,1016694,70893088,1067122,0,610470
8946742,6969872,1052296,67241230,1084132,0,617078
9517466,6758276,1062488,70975772,1034712,0,603638
9120860,7204190,1090110,70163296,1046304,0,606998
8954778,6949460,1251992,67485488,1084762,0,621628
9596146,6784414,1496670,70471268,1039528,0,600068
9004842,7151704,1294286,69591592,1104642,0,621082
9331224,6825070,1362872,67300114,1061914,0,603722
9354464,6980806,1377474,70948850,1038870,0,602364
8931202,6982164,1344896,68442780,1102080,0,622006
9580452,6787172,1406132,69990718,1041558,0,600292
9174648,7198100,1240666,70629230,1091720,0,613508
9153788,6918338,1246630,66892728,1086218,0,614124
9409008,6909434,1371272,71715294,1027054,0,604212
9146200,7213766,1225798,70735084,1084146,0,618184
9044476,6932996,1248506,67303460,1079106,0,613634
9469040,6914208,1216306,72315782,1034698,0,603344
8979236,7169064,1199408,68910212,1100078,0,622020
9431618,6823054,1290282,68002256,1057112,0,607432
9338714,7253722,1465618,70803026,1063552,0,609560
8875706,6960450,1266104,68179776,1091944,0,614628
9543380,6896694,1232714,71072904,1033662,0,599746
8985340,7221270,1249528,69606306,1108506,0,620704
9325960,6835696,1421392,67723544,1068578,0,606886
9200352,6845146,1191722,71287146,1024562,0,599186
9048130,7194670,1206968,69345290,1116962,14,608678
8987258,6983508,1226036,67090828,1096074,14,617778
9463104,6859832,1385888,71571556,1030848,14,600152
9015958,7240856,1272796,68591936,1114218,0,620410
9349802,6865446,1274336,67037698,1058316,0,606788
9383010,7090734,1253700,70831040,1049748,0,600894
8870134,7061964,1445192,67542230,1094674,0,614446
9577484,6819316,1464568,70178024,1034376,0,601132
9142420,7234150,1283436,69059886,1083782,0,617050
9109632,6859594,1373232,67606532,1109934,0,620956
9463342,6836074,1415540,67939760,1050532,0,607194
9162146,7164948,1239854,70700560,1062600,0,605598
9035964,6965602,1548722,67050200,1087338,0,612934
9405550,6840638,1319724,71071140,1034796,0,598262
8973300,7138586,1330504,69048476,1109178,0,619416
9254028,6878970,1241142,67202366,1050056,0,603722
9414482,6978874,1287342,70746564,1037442,0,598752
8974084,7092904,1317176,67105822,1095528,280,619290
9534658,6783168,1287496,69293812,1038870,0,603008
9180668,7162022,1133580,70064694,1055138,0,605514
8901410,7014826,1048516,66881710,1086582,0,614264
9541966,6846910,1137122,70685118,1033592,0,603540
9011590,7263144,1268386,68652444,1085812,0,619472
9335354,6863402,1068550,66723468,1057028,0,601230
9405900,7122766,1081612,70450646,1045590,0,596554
8904616,7048874,1031940,67693234,1097544,0,614754
9558962,6840442,1345610,68434254,1043084,280,595742
9143246,7285726,1360954,69407590,1096424,0,617148
9216578,6884360,1190910,66548342,1070958,0,607628
