SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),System-Read,System-Write,System-Memory
  605.82,  244.51,  606.90,  264.26,  541.77,  244.16,  656.62,  260.61, 2411.11, 1013.54,4264224946, 3424.65,   2411.11,   1013.54,   3424.65
  604.21,  243.79,  605.90,  264.02,  541.26,  244.01,  655.83,  259.92, 2407.19, 1011.74,4263987353, 3418.93,   2407.19,   1011.74,   3418.93
  607.55,  245.06,  607.70,  264.63,  543.49,  244.63,  658.12,  260.67, 2416.87, 1014.99,4268096279, 3431.86,   2416.87,   1014.99,   3431.86
  605.67,  244.52,  606.01,  263.58,  541.72,  243.99,  655.49,  259.90, 2408.90, 1011.99,4263958117, 3420.89,   2408.90,   1011.99,   3420.89
  603.65,  243.98,  604.37,  263.05,  539.63,  243.18,  653.50,  258.94, 2401.16, 1009.16,4263987537, 3410.31,   2401.16,   1009.16,   3410.31
  606.54,  244.99,  607.14,  264.23,  542.43,  244.26,  657.40,  260.72, 2413.51, 1014.20,4268099527, 3427.71,   2413.51,   1014.20,   3427.71
  605.45,  244.39,  606.16,  263.52,  540.28,  243.31,  655.10,  259.66, 2406.99, 1010.89,4264222367, 3417.88,   2406.99,   1010.89,   3417.88
  607.39,  245.26,  607.07,  263.88,  541.33,  244.22,  655.72,  259.76, 2411.51, 1013.12,4263967013, 3424.63,   2411.51,   1013.12,   3424.63
  606.61,  244.81,  606.62,  263.65,  540.72,  243.84,  655.29,  259.50, 2409.25, 1011.79,4268234132, 3421.04,   2409.25,   1011.79,   3421.04
  607.95,  245.10,  607.61,  264.29,  542.37,  244.44,  656.79,  260.13, 2414.73, 1013.97,4264210536, 3428.70,   2414.73,   1013.97,   3428.70
  604.75,  245.19,  604.84,  264.33,  539.85,  244.33,  653.34,  260.16, 2402.77, 1014.01,4263997518, 3416.78,   2402.77,   1014.01,   3416.78
  605.91,  244.87,  605.67,  263.90,  540.76,  244.15,  654.47,  260.15, 2406.81, 1013.07,4268246256, 3419.88,   2406.81,   1013.07,   3419.88
  605.53,  244.53,  605.58,  263.72,  540.77,  243.88,  653.19,  259.42, 2405.07, 1011.55,4263971435, 3416.62,   2405.07,   1011.55,   3416.62
  606.93,  245.15,  606.58,  264.13,  540.96,  244.25,  655.11,  260.14, 2409.58, 1013.66,4268252522, 3423.24,   2409.58,   1013.66,   3423.24
  606.27,  244.88,  605.71,  264.05,  540.64,  243.88,  654.67,  260.37, 2407.28, 1013.18,4263968177, 3420.46,   2407.28,   1013.18,   3420.46
  601.59,  244.11,  602.14,  264.10,  537.08,  243.14,  650.83,  260.11, 2391.64, 1011.47,4263968982, 3403.10,   2391.64,   1011.47,   3403.10
  603.93,  244.53,  604.21,  263.81,  538.49,  243.21,  652.79,  260.03, 2399.42, 1011.58,4268508008, 3411.00,   2399.42,   1011.58,   3411.00
