tag,instance_id,service_id,thread_info.core,rx_pps,tx_pps,rx,tx,act_out,act_tonf,act_drop,thread_info.parent,state,rte_atomic16_read(thread_info.children_cnt),rx_drop_rate,tx_drop_rate,rx_drop,tx_drop,act_next,act_buffer,act_returned
ndpi_stat,1,1,3,1193023,1193023,338624732,338624732,338624732,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192972,1192972,339817723,339817723,339817723,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193119,1193115,341010861,341010857,341010865,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193122,1193119,342204019,342204016,342204016,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192987,1192988,343397028,343397027,343397028,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192919,1192917,344589968,344589966,344589966,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192946,1192949,345782946,345782946,345782946,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1164216,1164216,346947185,346947185,346947185,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193020,1193020,348140233,348140233,348140233,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192760,1192760,349333025,349333025,349333025,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193027,1193027,350526076,350526076,350526076,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1189391,1189395,351715496,351715496,351715496,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193036,1193034,352908569,352908567,352908572,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192985,1192984,354101582,354101581,354101583,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193029,1193027,355294630,355294628,355294628,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193010,1193012,356487665,356487665,356487665,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192963,1192961,357680651,357680648,357680650,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1171453,1171453,358852130,358852130,358852130,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193013,1193017,360045178,360045178,360045178,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193033,1193033,361238230,361238230,361238230,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193035,1193035,362431293,362431293,362431293,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192991,1192991,363624313,363624313,363624313,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192926,1192926,364817267,364817267,364817267,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192997,1193000,366010285,366010285,366010285,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193003,1192999,367203313,367203309,367203309,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1193037,1193037,368396369,368396369,368396369,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1192851,1192848,369589256,369589253,369589253,0,0,0,W,0,0,0,442687,0,0,0,0
ndpi_stat,1,1,3,1181504,1181506,370770792,370770792,370770792,0,0,0,W,0,0,0,442687,0,0,0,0
