,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-23,00:51:15.625,   84.45,  648.85,  296.88,  770.98,,,,,  381.33, 1419.83,     52524, 1801.16,  497.68,    4.97,  490.65,    1.54,,,,,  988.33,    6.51,     54687,  994.85,   1369.67,   1426.34,   2796.01
2024-02-23,00:51:16.625,   89.62,  637.25,  315.17,  764.59,,,,,  404.79, 1401.84,     52534, 1806.63,  497.92,    5.09,  491.65,    1.69,,,,,  989.57,    6.78,     54833,  996.35,   1394.36,   1408.62,   2802.98
2024-02-23,00:51:17.625,   85.62,  648.97,  301.17,  772.43,,,,,  386.80, 1421.40,     52496, 1808.20,  498.23,    4.91,  491.80,    1.50,,,,,  990.03,    6.41,     54715,  996.44,   1376.82,   1427.82,   2804.64
2024-02-23,00:51:18.626,  106.92,  627.06,  379.58,  773.85,,,,,  486.50, 1400.91,     52595, 1887.41,  534.60,   15.15,  528.76,   11.74,,,,, 1063.36,   26.89,     55262, 1090.25,   1549.86,   1427.80,   2977.66
2024-02-23,00:51:19.626,   88.61,  653.00,  311.32,  779.83,,,,,  399.93, 1432.84,     52537, 1832.77,  551.81,    8.09,  546.33,    4.65,,,,, 1098.14,   12.74,     55137, 1110.88,   1498.07,   1445.58,   2943.65
2024-02-23,00:51:20.626,   81.39,  638.86,  290.12,  756.85,,,,,  371.51, 1395.72,     52504, 1767.23,  517.78,    5.47,  513.61,    2.07,,,,, 1031.39,    7.53,     54735, 1038.92,   1402.90,   1403.25,   2806.15
2024-02-23,00:51:21.626,   72.56,  612.03,  266.90,  718.82,,,,,  339.45, 1330.85,     52507, 1670.30,  479.57,    4.65,  474.30,    1.25,,,,,  953.87,    5.90,     54569,  959.77,   1293.32,   1336.75,   2630.07
2024-02-23,00:51:22.626,   72.28,  611.86,  265.27,  718.09,,,,,  337.55, 1329.96,     52496, 1667.51,  465.61,    5.13,  461.35,    1.71,,,,,  926.96,    6.85,     54440,  933.81,   1264.52,   1336.80,   2601.32
2024-02-23,00:51:23.626,   71.75,  610.99,  265.02,  717.06,,,,,  336.77, 1328.05,     52529, 1664.81,  463.78,    5.18,  458.61,    1.78,,,,,  922.39,    6.96,     54546,  929.35,   1259.15,   1335.01,   2594.16
2024-02-23,00:51:24.626,   72.17,  611.88,  266.23,  718.48,,,,,  338.40, 1330.36,     52499, 1668.76,  464.69,    5.21,  462.66,    1.81,,,,,  927.35,    7.02,     54520,  934.37,   1265.75,   1337.38,   2603.13
2024-02-23,00:51:25.627,   71.83,  610.66,  264.28,  716.62,,,,,  336.12, 1327.28,     52514, 1663.39,  464.10,    4.66,  461.41,    1.26,,,,,  925.51,    5.92,     54476,  931.43,   1261.63,   1333.20,   2594.83
2024-02-23,00:51:26.627,   71.95,  611.99,  265.73,  718.61,,,,,  337.68, 1330.60,     52547, 1668.28,  463.10,    5.10,  459.43,    1.69,,,,,  922.54,    6.79,     54625,  929.33,   1260.22,   1337.39,   2597.61
2024-02-23,00:51:27.627,   71.66,  611.01,  264.09,  716.92,,,,,  335.75, 1327.92,     52464, 1663.67,  453.42,    4.49,  449.18,    1.08,,,,,  902.60,    5.57,     54344,  908.17,   1238.35,   1333.49,   2571.84
2024-02-23,00:51:28.627,   72.18,  609.51,  264.86,  715.64,,,,,  337.03, 1325.15,     52498, 1662.18,  453.83,    5.84,  449.45,    2.43,,,,,  903.29,    8.26,     54529,  911.55,   1240.32,   1333.41,   2573.73
2024-02-23,00:51:29.628,   97.70,  615.57,  353.97,  751.07,,,,,  451.67, 1366.64,     52627, 1818.31,  526.40,   12.14,  520.80,    8.75,,,,, 1047.20,   20.88,     54940, 1068.08,   1498.86,   1387.52,   2886.38
2024-02-23,00:51:30.628,   76.67,  624.37,  276.87,  736.08,,,,,  353.55, 1360.45,     52505, 1713.99,  505.85,    5.14,  500.77,    1.73,,,,, 1006.62,    6.87,     54935, 1013.48,   1360.16,   1367.31,   2727.48
2024-02-23,00:51:31.627,   84.58,  649.79,  296.76,  771.45,,,,,  381.34, 1421.24,     52525, 1802.58,  512.07,    4.37,  507.33,    0.95,,,,, 1019.40,    5.32,     54884, 1024.72,   1400.74,   1426.56,   2827.30
2024-02-23,00:51:32.627,   84.42,  649.30,  296.24,  770.98,,,,,  380.66, 1420.28,     52498, 1800.94,  505.20,    5.04,  499.72,    1.60,,,,, 1004.92,    6.64,     54858, 1011.56,   1385.58,   1426.92,   2812.50
2024-02-23,00:51:33.628,   84.32,  649.73,  296.20,  771.53,,,,,  380.52, 1421.26,     52572, 1801.78,  505.98,    4.85,  499.95,    1.43,,,,, 1005.92,    6.28,     54899, 1012.20,   1386.45,   1427.53,   2813.98
2024-02-23,00:51:34.628,   84.43,  649.52,  297.66,  771.75,,,,,  382.09, 1421.28,     52507, 1803.37,  508.43,    5.53,  505.81,    2.12,,,,, 1014.24,    7.65,     54919, 1021.89,   1396.33,   1428.93,   2825.26
2024-02-23,00:51:35.628,   87.20,  519.44,  325.23,  644.42,,,,,  412.44, 1163.86,     52607, 1576.29,  517.01,    5.83,  511.78,    2.41,,,,, 1028.78,    8.24,     54979, 1037.02,   1441.22,   1172.09,   2613.31
2024-02-23,00:51:36.628,   73.09,  491.52,  275.20,  598.91,,,,,  348.29, 1090.43,     52541, 1438.72,  510.75,    5.33,  506.10,    1.92,,,,, 1016.86,    7.25,     54969, 1024.11,   1365.15,   1097.68,   2462.83
2024-02-23,00:51:37.629,   66.27,  502.94,  247.20,  601.33,,,,,  313.47, 1104.28,     52549, 1417.75,  506.88,    4.66,  501.91,    1.23,,,,, 1008.79,    5.88,     54826, 1014.67,   1322.26,   1110.16,   2432.42
2024-02-23,00:51:38.628,   66.38,  510.76,  246.94,  609.21,,,,,  313.33, 1119.98,     52502, 1433.30,  500.03,    4.57,  494.24,    1.16,,,,,  994.27,    5.73,     54902, 1000.01,   1307.60,   1125.71,   2433.31
2024-02-23,00:51:39.628,   85.02,  513.76,  312.22,  634.05,,,,,  397.24, 1147.80,     52569, 1545.04,  547.69,   23.11,  540.86,   19.70,,,,, 1088.56,   42.82,     55141, 1131.38,   1485.80,   1190.62,   2676.42
2024-02-23,00:51:40.628,   74.65,  559.20,  281.30,  670.20,,,,,  355.95, 1229.41,     52581, 1585.36,  543.53,    7.63,  539.86,    4.22,,,,, 1083.38,   11.85,     55060, 1095.24,   1439.33,   1241.26,   2680.59
2024-02-23,00:51:41.628,   71.95,  554.53,  271.47,  661.74,,,,,  343.42, 1216.27,     52533, 1559.69,  518.51,    4.91,  517.54,    1.49,,,,, 1036.05,    6.40,     55048, 1042.45,   1379.48,   1222.67,   2602.15
2024-02-23,00:51:42.629,   72.38,  558.19,  274.80,  666.80,,,,,  347.18, 1224.99,     52566, 1572.17,  506.83,    5.02,  505.03,    1.60,,,,, 1011.86,    6.63,     54938, 1018.48,   1359.04,   1231.61,   2590.65
2024-02-23,00:51:43.628,   71.78,  555.94,  271.34,  663.24,,,,,  343.12, 1219.18,     52549, 1562.30,  503.15,    4.77,  498.38,    1.37,,,,, 1001.53,    6.13,     54858, 1007.66,   1344.65,   1225.31,   2569.96
2024-02-23,00:51:44.628,   71.91,  560.35,  271.74,  667.69,,,,,  343.65, 1228.04,     52522, 1571.69,  495.41,    4.14,  492.37,    0.72,,,,,  987.78,    4.85,     54880,  992.63,   1331.43,   1232.89,   2564.33
2024-02-23,00:51:45.628,   72.26,  559.86,  272.60,  667.30,,,,,  344.85, 1227.15,     52522, 1572.00,  494.44,    4.64,  490.91,    1.24,,,,,  985.35,    5.89,     54790,  991.23,   1330.20,   1233.04,   2563.24
2024-02-23,00:51:46.629,   72.51,  560.37,  271.76,  667.60,,,,,  344.28, 1227.97,     52604, 1572.25,  503.85,    5.34,  500.69,    1.89,,,,, 1004.54,    7.23,     54781, 1011.78,   1348.82,   1235.21,   2584.03
2024-02-23,00:51:47.629,   70.41,  558.55,  266.19,  663.88,,,,,  336.61, 1222.43,     52511, 1559.03,  506.06,    5.18,  501.36,    1.78,,,,, 1007.42,    6.97,     54976, 1014.39,   1344.03,   1229.40,   2573.42
2024-02-23,00:51:48.629,   71.98,  559.26,  273.03,  666.95,,,,,  345.01, 1226.22,     52586, 1571.23,  503.05,    5.03,  499.04,    1.62,,,,, 1002.09,    6.64,     54793, 1008.73,   1347.10,   1232.86,   2579.96
2024-02-23,00:51:49.634,   79.66,  548.96,  298.38,  664.57,,,,,  378.04, 1213.53,     52604, 1591.57,  515.34,   10.86,  509.57,    7.42,,,,, 1024.91,   18.28,     54936, 1043.19,   1402.95,   1231.81,   2634.76
2024-02-23,00:51:50.632,  100.73,  405.88,  371.64,  546.89,,,,,  472.37,  952.77,     52587, 1425.14,  434.07,   12.79,  428.36,    9.34,,,,,  862.43,   22.14,     54157,  884.57,   1334.81,    974.90,   2309.71
2024-02-23,00:51:51.631,   53.05,  132.24,  181.00,  211.55,,,,,  234.04,  343.78,     52413,  577.83,   99.15,    5.74,   88.27,    2.35,,,,,  187.42,    8.09,     52429,  195.51,    421.46,    351.88,    773.34
2024-02-23,00:51:52.631,   45.99,  101.13,  157.31,  169.76,,,,,  203.31,  270.88,     52408,  474.19,   78.93,    5.19,   74.79,    1.77,,,,,  153.71,    6.96,     52419,  160.67,    357.02,    277.84,    634.86
2024-02-23,00:51:53.631,   43.23,   91.56,  147.10,  155.62,,,,,  190.33,  247.18,     52458,  437.51,   73.13,    5.09,   61.70,    1.68,,,,,  134.84,    6.77,     52469,  141.61,    325.17,    253.95,    579.12
2024-02-23,00:51:54.630,   41.47,   79.45,  139.47,  139.59,,,,,  180.94,  219.04,     52409,  399.98,   59.10,    4.74,   51.83,    1.33,,,,,  110.93,    6.07,     52405,  117.00,    291.87,    225.11,    516.98
2024-02-23,00:51:55.630,   39.20,   72.39,  130.57,  129.25,,,,,  169.78,  201.64,     52458,  371.42,   53.78,    4.45,   50.74,    1.03,,,,,  104.52,    5.48,     52461,  110.00,    274.30,    207.12,    481.42
2024-02-23,00:51:56.630,   38.14,   68.25,  127.37,  123.97,,,,,  165.51,  192.22,     52414,  357.74,   56.84,    5.02,   51.78,    1.61,,,,,  108.62,    6.63,     52411,  115.25,    274.14,    198.85,    472.99
2024-02-23,00:51:57.629,   37.08,   64.56,  122.69,  117.97,,,,,  159.77,  182.54,     52461,  342.30,   62.81,    4.63,   52.09,    1.22,,,,,  114.90,    5.85,     52465,  120.75,    274.67,    188.38,    463.05
2024-02-23,00:51:58.629,   13.69,   16.97,   36.87,   30.15,,,,,   50.56,   47.12,     52403,   97.69,   57.14,    4.49,   48.98,    1.07,,,,,  106.12,    5.57,     52404,  111.68,    156.68,     52.69,    209.37
2024-02-23,00:51:59.629,    8.23,    6.99,   16.68,   10.90,,,,,   24.91,   17.89,     52456,   42.80,   62.73,    4.93,   52.39,    1.49,,,,,  115.12,    6.43,     52468,  121.54,    140.03,     24.31,    164.34
2024-02-23,00:52:00.629,   53.91,  202.65,  172.27,  271.06,,,,,  226.18,  473.71,     52446,  699.89,  214.34,   15.55,  207.17,   12.13,,,,,  421.51,   27.68,     52694,  449.20,    647.69,    501.39,   1149.09
2024-02-23,00:52:01.628,   86.98,  517.61,  279.09,  637.56,,,,,  366.06, 1155.17,     52507, 1521.23,  349.11,    5.62,  346.73,    2.20,,,,,  695.84,    7.82,     53089,  703.66,   1061.91,   1162.99,   2224.89
2024-02-23,00:52:02.628,   85.57,  492.19,  273.63,  610.41,,,,,  359.20, 1102.60,     52438, 1461.81,  322.22,    5.09,  321.13,    1.65,,,,,  643.34,    6.74,     52901,  650.08,   1002.55,   1109.34,   2111.89
2024-02-23,00:52:03.629,   84.53,  475.12,  269.56,  592.74,,,,,  354.08, 1067.86,     52479, 1421.94,  312.04,    4.68,  312.17,    1.23,,,,,  624.21,    5.91,     52895,  630.13,    978.30,   1073.77,   2052.07
2024-02-23,00:52:04.629,   84.34,  462.53,  268.68,  579.80,,,,,  353.01, 1042.33,     52432, 1395.35,  314.91,    5.10,  312.95,    1.70,,,,,  627.87,    6.80,     52931,  634.66,    980.88,   1049.13,   2030.01
2024-02-23,00:52:05.628,   74.63,  306.90,  250.44,  415.02,,,,,  325.07,  721.92,     52437, 1046.99,  357.77,    9.07,  351.45,    5.66,,,,,  709.23,   14.73,     53170,  723.95,   1034.29,    736.65,   1770.95
2024-02-23,00:52:06.629,   65.56,  232.21,  224.90,  329.34,,,,,  290.46,  561.55,     52487,  852.00,  344.13,    5.00,  343.81,    1.54,,,,,  687.94,    6.54,     53082,  694.48,    978.40,    568.09,   1546.49
2024-02-23,00:52:07.629,   63.15,  223.74,  216.51,  317.78,,,,,  279.66,  541.52,     52428,  821.19,  327.80,    5.52,  328.68,    2.12,,,,,  656.47,    7.64,     52941,  664.11,    936.14,    549.16,   1485.30
2024-02-23,00:52:08.630,   62.81,  223.15,  215.70,  316.97,,,,,  278.51,  540.12,     52488,  818.63,  329.75,    5.48,  332.15,    2.08,,,,,  661.90,    7.56,     53027,  669.46,    940.41,    547.68,   1488.09
2024-02-23,00:52:09.629,   61.15,  220.01,  210.05,  311.71,,,,,  271.20,  531.72,     52431,  802.92,  322.72,    5.14,  325.20,    1.75,,,,,  647.92,    6.88,     52928,  654.80,    919.12,    538.60,   1457.72
2024-02-23,00:52:10.629,   88.36,  342.26,  311.27,  466.66,,,,,  399.63,  808.92,     52516, 1208.55,  407.81,   16.34,  403.57,   12.92,,,,,  811.39,   29.26,     53627,  840.64,   1211.02,    838.17,   2049.19
2024-02-23,00:52:11.629,   61.95,  593.09,  200.05,  680.64,,,,,  262.00, 1273.73,     52452, 1535.73,  514.77,    8.47,  510.62,    5.01,,,,, 1025.39,   13.48,     54875, 1038.87,   1287.39,   1287.21,   2574.60
2024-02-23,00:52:12.629,   57.90,  592.86,  185.20,  675.02,,,,,  243.10, 1267.88,     52514, 1510.98,  480.40,    4.98,  475.11,    1.56,,,,,  955.51,    6.54,     54478,  962.05,   1198.61,   1274.42,   2473.03
2024-02-23,00:52:13.629,   56.39,  591.98,  179.02,  671.77,,,,,  235.41, 1263.75,     52450, 1499.16,  474.62,    5.92,  467.89,    2.50,,,,,  942.51,    8.42,     54536,  950.93,   1177.92,   1272.17,   2450.09
2024-02-23,00:52:14.630,   56.59,  592.04,  179.42,  671.88,,,,,  236.01, 1263.91,     52503, 1499.92,  470.61,    5.35,  464.55,    1.95,,,,,  935.16,    7.30,     54402,  942.46,   1171.17,   1271.21,   2442.38
2024-02-23,00:52:15.629,   55.94,  591.41,  177.54,  670.67,,,,,  233.48, 1262.08,     52431, 1495.56,  463.50,    5.10,  458.63,    1.70,,,,,  922.13,    6.80,     54589,  928.92,   1155.61,   1268.88,   2424.49
2024-02-23,00:52:16.629,   57.08,  591.48,  182.14,  672.45,,,,,  239.21, 1263.93,     52448, 1503.14,  458.48,    4.84,  451.32,    1.42,,,,,  909.80,    6.26,     54408,  916.06,   1149.01,   1270.19,   2419.20
2024-02-23,00:52:17.630,   56.51,  592.29,  179.86,  672.36,,,,,  236.36, 1264.65,     52490, 1501.01,  452.32,    4.65,  448.28,    1.25,,,,,  900.61,    5.90,     54583,  906.51,   1136.97,   1270.55,   2407.51
2024-02-23,00:52:18.630,   56.66,  591.94,  180.22,  672.11,,,,,  236.88, 1264.05,     52449, 1500.93,  449.71,    5.16,  446.14,    1.73,,,,,  895.85,    6.89,     54441,  902.74,   1132.74,   1270.94,   2403.68
2024-02-23,00:52:19.629,   55.96,  591.44,  177.76,  670.69,,,,,  233.72, 1262.13,     52451, 1495.85,  454.55,    5.27,  450.58,    1.86,,,,,  905.13,    7.14,     54483,  912.27,   1138.85,   1269.26,   2408.11
2024-02-23,00:52:20.629,   45.52,  591.78,  146.25,  655.09,,,,,  191.77, 1246.87,     52496, 1438.63,  454.94,    4.85,  449.07,    1.45,,,,,  904.01,    6.30,     54549,  910.31,   1095.77,   1253.16,   2348.94
2024-02-23,00:52:21.629,   39.42,  603.28,  135.59,  655.45,,,,,  175.01, 1258.73,     52450, 1433.74,  536.15,   23.61,  530.48,   20.13,,,,, 1066.63,   43.74,     54925, 1110.37,   1241.64,   1302.47,   2544.10
2024-02-23,00:52:22.630,   21.96,  594.27,   73.60,  622.69,,,,,   95.56, 1216.96,     52481, 1312.52,  489.38,    5.71,  482.99,    2.29,,,,,  972.37,    8.00,     54687,  980.37,   1067.94,   1224.96,   2292.89
2024-02-23,00:52:23.630,   21.55,  591.57,   71.80,  619.06,,,,,   93.35, 1210.63,     52429, 1303.97,  469.20,    4.89,  463.68,    1.49,,,,,  932.88,    6.38,     54487,  939.26,   1026.22,   1217.01,   2243.23
2024-02-23,00:52:24.629,   21.63,  590.04,   72.88,  618.05,,,,,   94.51, 1208.09,     52425, 1302.60,  467.06,    5.78,  462.30,    2.38,,,,,  929.36,    8.16,     54501,  937.53,   1023.87,   1216.26,   2240.13
2024-02-23,00:52:25.630,   20.89,  589.29,   69.91,  616.04,,,,,   90.81, 1205.33,     52481, 1296.13,  466.36,    5.29,  462.72,    1.90,,,,,  929.08,    7.19,     54611,  936.27,   1019.88,   1212.52,   2232.40
2024-02-23,00:52:26.630,   21.63,  588.03,   72.34,  615.63,,,,,   93.98, 1203.66,     52419, 1297.64,  458.62,    5.09,  452.09,    1.70,,,,,  910.71,    6.79,     54488,  917.50,   1004.69,   1210.45,   2215.14
2024-02-23,00:52:27.631,   20.93,  587.59,   69.92,  614.00,,,,,   90.85, 1201.59,     52482, 1292.44,  458.17,    5.15,  448.89,    1.76,,,,,  907.06,    6.91,     54517,  913.97,    997.91,   1208.50,   2206.41
2024-02-23,00:52:28.630,   21.34,  586.25,   71.55,  613.49,,,,,   92.89, 1199.74,     52433, 1292.63,  458.99,    5.34,  453.27,    1.92,,,,,  912.26,    7.26,     54404,  919.52,   1005.15,   1206.99,   2212.15
2024-02-23,00:52:29.630,   21.58,  585.99,   73.18,  614.22,,,,,   94.76, 1200.21,     52422, 1294.96,  454.46,    4.72,  449.57,    1.31,,,,,  904.02,    6.03,     54437,  910.06,    998.78,   1206.24,   2205.02
2024-02-23,00:52:30.631,   36.20,  468.92,  123.05,  520.14,,,,,  159.25,  989.06,     52485, 1148.31,  418.99,    5.44,  414.64,    2.04,,,,,  833.63,    7.47,     54056,  841.10,    992.87,    996.54,   1989.41
2024-02-23,00:52:31.631,   97.36,  292.64,  336.54,  424.36,,,,,  433.91,  717.00,     52498, 1150.90,  394.90,   15.29,  392.42,   11.82,,,,,  787.32,   27.11,     53306,  814.43,   1221.23,    744.11,   1965.33
2024-02-23,00:52:32.631,   65.68,  261.11,  223.81,  357.74,,,,,  289.49,  618.86,     52428,  908.34,  379.48,    6.66,  376.55,    3.24,,,,,  756.03,    9.90,     53210,  765.93,   1045.52,    628.76,   1674.28
2024-02-23,00:52:33.631,   63.48,  256.76,  215.87,  350.81,,,,,  279.34,  607.57,     52482,  886.92,  351.50,    5.34,  344.61,    1.91,,,,,  696.11,    7.25,     53119,  703.36,    975.45,    614.83,   1590.28
2024-02-23,00:52:34.631,   63.48,  254.55,  216.42,  348.63,,,,,  279.90,  603.17,     52422,  883.07,  334.52,    5.17,  325.09,    1.77,,,,,  659.61,    6.94,     52972,  666.55,    939.51,    610.12,   1549.62
2024-02-23,00:52:35.632,   64.98,  232.49,  223.23,  328.42,,,,,  288.21,  560.90,     52504,  849.11,  368.87,    8.97,  363.13,    5.54,,,,,  732.00,   14.52,     53166,  746.51,   1020.20,    575.42,   1595.62
2024-02-23,00:52:36.632,   60.28,  205.57,  207.80,  295.41,,,,,  268.08,  500.97,     52429,  769.05,  348.70,    5.73,  344.21,    2.29,,,,,  692.91,    8.02,     53086,  700.93,    960.99,    508.99,   1469.98
2024-02-23,00:52:37.631,   58.90,  202.05,  203.48,  290.45,,,,,  262.37,  492.51,     52439,  754.88,  336.44,    5.20,  330.47,    1.78,,,,,  666.91,    6.98,     53031,  673.89,    929.28,    499.49,   1428.77
2024-02-23,00:52:38.632,   59.81,  202.85,  206.70,  292.05,,,,,  266.51,  494.90,     52486,  761.41,  321.78,    4.87,  319.24,    1.44,,,,,  641.02,    6.31,     52994,  647.33,    907.53,    501.21,   1408.74
2024-02-23,00:52:39.632,   58.58,  200.47,  202.63,  288.23,,,,,  261.20,  488.69,     52439,  749.90,  316.21,    5.05,  312.45,    1.63,,,,,  628.67,    6.68,     52918,  635.34,    889.87,    495.37,   1385.24
2024-02-23,00:52:40.632,   41.22,  134.02,  139.34,  193.01,,,,,  180.57,  327.03,     52420,  507.59,  246.37,    4.65,  241.84,    1.24,,,,,  488.21,    5.88,     52759,  494.09,    668.77,    332.91,   1001.68
2024-02-23,00:52:41.634,   17.19,   14.15,   52.43,   30.75,,,,,   69.62,   44.90,     52473,  114.52,  102.60,    9.57,   93.23,    6.12,,,,,  195.82,   15.68,     52486,  211.51,    265.44,     60.58,    326.02
2024-02-23,00:52:42.634,   14.53,   10.47,   40.84,   22.97,,,,,   55.37,   33.44,     52421,   88.81,  133.65,    7.69,  129.17,    4.27,,,,,  262.81,   11.96,     52443,  274.77,    318.18,     45.40,    363.58
2024-02-23,00:52:43.635,    5.91,    4.51,    8.81,    4.66,,,,,   14.72,    9.17,     52460,   23.89,   84.26,    5.03,   74.01,    1.60,,,,,  158.27,    6.64,     52463,  164.91,    172.99,     15.80,    188.79
2024-02-23,00:52:44.634,    6.27,    4.48,   10.41,    5.24,,,,,   16.68,    9.72,     52422,   26.40,   69.21,    4.69,   60.62,    1.30,,,,,  129.84,    5.99,     52410,  135.83,    146.52,     15.71,    162.23
2024-02-23,00:52:45.635,    5.59,    4.27,    7.74,    3.95,,,,,   13.33,    8.21,     52456,   21.54,   66.05,    4.55,   61.06,    1.15,,,,,  127.12,    5.70,     52465,  132.82,    140.44,     13.91,    154.36
2024-02-23,00:52:46.635,    6.05,    4.33,    9.71,    4.85,,,,,   15.76,    9.18,     52407,   24.94,   63.81,    4.95,   62.50,    1.53,,,,,  126.31,    6.48,     52412,  132.79,    142.07,     15.66,    157.73
2024-02-23,00:52:47.635,    5.47,    4.12,    7.50,    3.70,,,,,   12.97,    7.82,     52455,   20.79,   64.94,    4.79,   59.58,    1.37,,,,,  124.52,    6.16,     52460,  130.68,    137.49,     13.98,    151.47
2024-02-23,00:52:48.635,    5.80,    4.05,    8.58,    4.12,,,,,   14.38,    8.18,     52402,   22.55,   58.05,    4.73,   55.57,    1.30,,,,,  113.62,    6.03,     52403,  119.64,    128.00,     14.20,    142.20
2024-02-23,00:52:49.636,    5.29,    4.02,    6.79,    3.33,,,,,   12.08,    7.36,     52454,   19.44,   54.91,    4.67,   52.44,    1.25,,,,,  107.35,    5.91,     52458,  113.27,    119.43,     13.27,    132.70
2024-02-23,00:52:50.635,   23.03,  212.56,   70.73,  240.24,,,,,   93.76,  452.81,     52426,  546.57,  179.44,    5.86,  174.72,    2.42,,,,,  354.16,    8.28,     53067,  362.44,    447.91,    461.09,    909.00
2024-02-23,00:52:51.636,   47.78,  616.76,  157.34,  684.93,,,,,  205.12, 1301.69,     52496, 1506.81,  432.49,    4.71,  427.31,    1.29,,,,,  859.80,    6.00,     54446,  865.80,   1064.92,   1307.69,   2372.61
2024-02-23,00:52:52.636,   82.87,  621.27,  282.07,  732.22,,,,,  364.94, 1353.49,     52556, 1718.43,  541.92,   14.82,  536.93,   11.45,,,,, 1078.85,   26.27,     54868, 1105.12,   1443.79,   1379.76,   2823.56
2024-02-23,00:52:53.636,   46.04,  622.66,  149.55,  687.98,,,,,  195.59, 1310.64,     52444, 1506.23,  525.07,    5.26,  520.45,    1.87,,,,, 1045.52,    7.13,     54874, 1052.65,   1241.11,   1317.77,   2558.88
2024-02-23,00:52:54.636,   45.91,  622.72,  148.57,  687.62,,,,,  194.49, 1310.34,     52495, 1504.83,  515.45,    4.71,  509.36,    1.28,,,,, 1024.80,    5.99,     54881, 1030.79,   1219.29,   1316.33,   2535.62
2024-02-23,00:52:55.635,   45.28,  620.00,  145.56,  683.61,,,,,  190.84, 1303.61,     52452, 1494.45,  516.78,    5.65,  509.39,    2.24,,,,, 1026.17,    7.90,     54957, 1034.07,   1217.02,   1311.51,   2528.52
2024-02-23,00:52:56.636,   45.77,  622.53,  148.24,  687.08,,,,,  194.01, 1309.61,     52500, 1503.62,  512.50,    4.71,  505.60,    1.31,,,,, 1018.10,    6.02,     54920, 1024.12,   1212.11,   1315.63,   2527.74
2024-02-23,00:52:57.636,   44.68,  621.47,  144.44,  684.71,,,,,  189.12, 1306.18,     52434, 1495.30,  504.63,    5.13,  498.05,    1.73,,,,, 1002.68,    6.86,     54853, 1009.54,   1191.80,   1313.05,   2504.85
2024-02-23,00:52:58.636,   45.22,  621.33,  146.25,  685.27,,,,,  191.47, 1306.60,     52429, 1498.08,  506.90,    4.86,  500.81,    1.47,,,,, 1007.71,    6.33,     54931, 1014.04,   1199.18,   1312.94,   2512.12
2024-02-23,00:52:59.636,   44.98,  621.83,  145.80,  685.73,,,,,  190.78, 1307.56,     52501, 1498.35,  503.51,    4.64,  498.06,    1.22,,,,, 1001.57,    5.86,     54817, 1007.43,   1192.35,   1313.43,   2505.78
2024-02-23,00:53:00.636,   50.13,  616.30,  162.41,  687.61,,,,,  212.54, 1303.91,     52439, 1516.45,  488.70,    5.07,  482.58,    1.66,,,,,  971.28,    6.73,     54771,  978.01,   1183.82,   1310.64,   2494.46
2024-02-23,00:53:01.637,   59.18,  606.78,  189.76,  690.43,,,,,  248.94, 1297.22,     52504, 1546.16,  464.26,    4.59,  459.37,    1.17,,,,,  923.63,    5.76,     54400,  929.39,   1172.57,   1302.98,   2475.55
2024-02-23,00:53:02.637,   73.54,  609.46,  239.71,  709.77,,,,,  313.25, 1319.23,     52478, 1632.47,  510.49,   23.17,  504.82,   19.71,,,,, 1015.31,   42.87,     54609, 1058.18,   1328.55,   1362.10,   2690.65
2024-02-23,00:53:03.637,   60.88,  606.85,  197.07,  693.23,,,,,  257.96, 1300.08,     52450, 1558.04,  502.56,    6.46,  499.09,    3.05,,,,, 1001.65,    9.51,     54788, 1011.16,   1259.61,   1309.59,   2569.20
2024-02-23,00:53:04.638,   59.50,  607.46,  191.57,  691.70,,,,,  251.07, 1299.15,     52508, 1550.22,  480.90,    4.75,  477.15,    1.31,,,,,  958.05,    6.06,     54584,  964.11,   1209.12,   1305.21,   2514.34
2024-02-23,00:53:05.638,   83.37,  614.22,  283.27,  732.24,,,,,  366.65, 1346.46,     52506, 1713.10,  494.15,    8.42,  489.53,    4.95,,,,,  983.68,   13.37,     54665,  997.05,   1350.33,   1359.82,   2710.15
2024-02-23,00:53:06.638,   91.05,  611.11,  312.88,  739.90,,,,,  403.93, 1351.02,     52500, 1754.95,  488.83,    5.46,  482.81,    2.01,,,,,  971.64,    7.47,     54716,  979.11,   1375.57,   1358.49,   2734.06
2024-02-23,00:53:07.638,   89.96,  607.79,  308.99,  735.31,,,,,  398.95, 1343.10,     52474, 1742.04,  468.26,    4.71,  462.85,    1.30,,,,,  931.11,    6.01,     54569,  937.13,   1330.06,   1349.11,   2679.17
