,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2024-02-23,00:53:08.637,   89.72,  607.24,  308.48,  734.57,,,,,  398.19, 1341.82,     52505, 1740.01,  461.60,    5.30,  456.50,    1.87,,,,,  918.10,    7.16,     54502,  925.27,   1316.29,   1348.98,   2665.27
2024-02-23,00:53:09.638,   90.32,  606.28,  309.98,  734.04,,,,,  400.29, 1340.32,     52515, 1740.62,  460.95,    5.16,  458.06,    1.73,,,,,  919.01,    6.90,     54544,  925.91,   1319.31,   1347.22,   2666.53
2024-02-23,00:53:10.639,   89.80,  607.19,  308.64,  734.75,,,,,  398.44, 1341.94,     52563, 1740.38,  459.54,    5.24,  457.39,    1.82,,,,,  916.92,    7.06,     54579,  923.98,   1315.36,   1349.00,   2664.36
2024-02-23,00:53:11.639,   88.83,  605.74,  304.91,  732.18,,,,,  393.74, 1337.92,     52493, 1731.67,  457.47,    5.18,  454.38,    1.76,,,,,  911.85,    6.94,     54576,  918.79,   1305.59,   1344.86,   2650.45
2024-02-23,00:53:12.642,   96.17,  602.98,  330.92,  736.77,,,,,  427.08, 1339.75,     52513, 1766.83,  470.15,    9.98,  464.00,    6.58,,,,,  934.15,   16.57,     54450,  950.72,   1361.23,   1356.31,   2717.54
2024-02-23,00:53:13.642,  108.90,  597.43,  375.37,  744.52,,,,,  484.27, 1341.94,     52556, 1826.22,  529.44,   11.58,  523.52,    8.10,,,,, 1052.96,   19.69,     54843, 1072.65,   1537.23,   1361.63,   2898.86
2024-02-23,00:53:14.642,   90.30,  608.04,  310.36,  736.32,,,,,  400.66, 1344.35,     52503, 1745.02,  492.76,    5.61,  487.65,    2.20,,,,,  980.42,    7.81,     54597,  988.23,   1381.08,   1352.16,   2733.24
2024-02-23,00:53:15.642,   89.07,  606.09,  305.53,  732.82,,,,,  394.60, 1338.91,     52482, 1733.52,  480.53,    5.33,  473.18,    1.92,,,,,  953.71,    7.24,     54538,  960.95,   1348.31,   1346.15,   2694.47
2024-02-23,00:53:16.643,   90.24,  606.93,  309.86,  735.04,,,,,  400.10, 1341.97,     52492, 1742.07,  467.03,    4.82,  460.50,    1.43,,,,,  927.53,    6.25,     54393,  933.78,   1327.63,   1348.22,   2675.85
2024-02-23,00:53:17.643,   88.97,  606.27,  304.74,  732.80,,,,,  393.71, 1339.07,     52542, 1732.78,  463.77,    5.09,  458.19,    1.66,,,,,  921.97,    6.76,     54704,  928.72,   1315.67,   1345.83,   2661.50
2024-02-23,00:53:18.642,   89.77,  606.93,  307.93,  734.23,,,,,  397.70, 1341.16,     52490, 1738.86,  452.40,    4.62,  448.96,    1.19,,,,,  901.36,    5.81,     54416,  907.18,   1299.07,   1346.97,   2646.04
2024-02-23,00:53:19.643,   88.55,  605.59,  304.19,  731.79,,,,,  392.75, 1337.38,     52516, 1730.12,  451.94,    5.08,  446.15,    1.69,,,,,  898.09,    6.77,     54428,  904.86,   1290.84,   1344.15,   2634.98
2024-02-23,00:53:20.642,   60.51,  395.02,  204.27,  478.33,,,,,  264.78,  873.35,     52462, 1138.13,  346.10,    5.17,  339.55,    1.75,,,,,  685.66,    6.92,     53715,  692.58,    950.43,    880.27,   1830.70
2024-02-23,00:53:21.643,    5.79,    6.20,    8.71,    6.26,,,,,   14.50,   12.46,     52458,   26.96,   93.08,    4.62,   80.12,    1.20,,,,,  173.21,    5.82,     52474,  179.03,    187.71,     18.28,    205.99
2024-02-23,00:53:22.643,    6.19,    5.68,   10.36,    6.48,,,,,   16.55,   12.15,     52411,   28.70,   74.17,    4.52,   63.37,    1.11,,,,,  137.54,    5.63,     52409,  143.18,    154.09,     17.79,    171.88
2024-02-23,00:53:23.643,   24.82,   18.48,   81.40,   46.36,,,,,  106.22,   64.84,     52496,  171.06,  122.47,   11.38,  116.71,    7.94,,,,,  239.18,   19.31,     52505,  258.49,    345.40,     84.15,    429.55
2024-02-23,00:53:24.643,    6.98,    5.71,   13.04,    7.52,,,,,   20.02,   13.23,     52410,   33.25,   97.33,    5.23,   95.61,    1.81,,,,,  192.94,    7.04,     52421,  199.98,    212.96,     20.27,    233.23
2024-02-23,00:53:25.644,    5.82,    4.49,    8.51,    4.45,,,,,   14.33,    8.94,     52465,   23.27,   79.69,    5.00,   74.98,    1.61,,,,,  154.66,    6.61,     52477,  161.27,    169.00,     15.54,    184.54
2024-02-23,00:53:26.643,   12.20,    6.37,   33.19,   15.24,,,,,   45.39,   21.62,     52412,   67.01,   70.20,    5.02,   55.00,    1.59,,,,,  125.21,    6.61,     52418,  131.82,    170.60,     28.23,    198.83
2024-02-23,00:53:27.644,    6.15,    4.09,   10.03,    4.70,,,,,   16.18,    8.79,     52455,   24.97,   65.21,    4.72,   56.24,    1.31,,,,,  121.44,    6.03,     52456,  127.47,    137.63,     14.82,    152.45
2024-02-23,00:53:28.644,    6.32,    4.11,   10.93,    5.17,,,,,   17.25,    9.27,     52402,   26.53,   64.71,    4.65,   54.71,    1.22,,,,,  119.42,    5.86,     52408,  125.29,    136.68,     15.14,    151.81
2024-02-23,00:53:29.644,    5.57,    4.08,    7.98,    3.87,,,,,   13.56,    7.95,     52453,   21.51,   58.87,    4.39,   48.75,    0.96,,,,,  107.61,    5.35,     52457,  112.96,    121.17,     13.30,    134.47
2024-02-23,00:53:30.644,    5.86,    4.27,    8.90,    4.47,,,,,   14.77,    8.74,     52403,   23.51,   50.74,    4.34,   45.72,    0.92,,,,,   96.46,    5.27,     52407,  101.72,    111.23,     14.00,    125.23
2024-02-23,00:53:31.645,    5.57,    4.29,    7.76,    4.01,,,,,   13.32,    8.31,     52460,   21.63,   58.12,    4.74,   47.65,    1.33,,,,,  105.77,    6.07,     52463,  111.83,    119.09,     14.37,    133.46
2024-02-23,00:53:32.644,    5.75,    4.19,    8.31,    4.13,,,,,   14.05,    8.32,     52403,   22.38,   61.53,    4.82,   52.84,    1.39,,,,,  114.37,    6.22,     52409,  120.59,    128.43,     14.54,    142.97
2024-02-23,00:53:33.645,   25.63,   16.87,   78.55,   43.35,,,,,  104.18,   60.22,     52499,  164.40,  104.50,   11.25,   92.80,    7.86,,,,,  197.30,   19.11,     52504,  216.41,    301.48,     79.33,    380.82
2024-02-23,00:53:34.645,    7.00,    6.09,   13.28,    8.03,,,,,   20.28,   14.12,     52409,   34.40,  107.12,    5.30,  104.63,    1.89,,,,,  211.75,    7.19,     52418,  218.93,    232.02,     21.31,    253.33
2024-02-23,00:53:35.645,    7.21,    6.61,   13.85,    8.78,,,,,   21.06,   15.39,     52460,   36.45,   76.55,    5.14,   74.98,    1.72,,,,,  151.53,    6.86,     52468,  158.39,    172.58,     22.26,    194.84
2024-02-23,00:53:36.645,    8.25,    5.57,   18.18,    9.18,,,,,   26.43,   14.74,     52414,   41.17,   68.86,    5.13,   65.96,    1.74,,,,,  134.82,    6.87,     52413,  141.69,    161.25,     21.61,    182.86
2024-02-23,00:53:37.646,    6.09,    4.34,    9.60,    4.79,,,,,   15.70,    9.13,     52456,   24.83,   67.12,    4.56,   63.34,    1.16,,,,,  130.46,    5.72,     52461,  136.18,    146.16,     14.85,    161.01
2024-02-23,00:53:38.645,    5.70,    4.27,    8.32,    4.24,,,,,   14.02,    8.52,     52404,   22.54,   63.77,    4.61,   56.47,    1.20,,,,,  120.24,    5.81,     52410,  126.05,    134.26,     14.33,    148.59
2024-02-23,00:53:39.646,    6.45,    4.21,   11.01,    5.06,,,,,   17.46,    9.28,     52468,   26.74,   67.37,    5.07,   58.04,    1.64,,,,,  125.40,    6.71,     52465,  132.11,    142.87,     15.99,    158.85
2024-02-23,00:53:40.646,   37.66,  164.93,  117.37,  212.69,,,,,  155.03,  377.62,     52427,  532.64,  132.53,    4.91,  126.34,    1.48,,,,,  258.87,    6.39,     52522,  265.26,    413.90,    384.00,    797.90
2024-02-23,00:53:41.645,   96.00,  452.30,  318.98,  587.48,,,,,  414.98, 1039.77,     52455, 1454.75,  269.46,    4.89,  265.70,    1.48,,,,,  535.16,    6.37,     52743,  541.53,    950.14,   1046.15,   1996.29
2024-02-23,00:53:42.646,   95.62,  447.18,  317.00,  581.55,,,,,  412.62, 1028.73,     52502, 1441.34,  290.10,    5.11,  287.29,    1.70,,,,,  577.40,    6.82,     52893,  584.21,    990.01,   1035.54,   2025.56
2024-02-23,00:53:43.648,  101.83,  440.44,  338.39,  580.50,,,,,  440.22, 1020.95,     52520, 1461.17,  315.62,    9.32,  313.52,    5.84,,,,,  629.15,   15.16,     53001,  644.31,   1069.37,   1036.11,   2105.48
2024-02-23,00:53:44.646,  107.39,  448.90,  359.20,  594.58,,,,,  466.59, 1043.48,     52456, 1510.07,  386.92,    8.27,  384.97,    4.85,,,,,  771.90,   13.12,     53252,  785.01,   1238.49,   1056.59,   2295.08
2024-02-23,00:53:45.646,   96.12,  448.53,  317.98,  582.73,,,,,  414.10, 1031.26,     52450, 1445.36,  350.60,    5.43,  352.91,    2.02,,,,,  703.51,    7.45,     53137,  710.96,   1117.61,   1038.71,   2156.32
2024-02-23,00:53:46.647,   94.89,  444.32,  313.41,  577.26,,,,,  408.31, 1021.58,     52503, 1429.89,  331.71,    5.09,  329.77,    1.68,,,,,  661.47,    6.77,     53047,  668.24,   1069.78,   1028.35,   2098.13
2024-02-23,00:53:47.647,   93.86,  439.89,  309.65,  571.34,,,,,  403.51, 1011.23,     52454, 1414.74,  322.62,    4.78,  317.84,    1.34,,,,,  640.45,    6.12,     52965,  646.58,   1043.97,   1017.35,   2061.32
2024-02-23,00:53:48.647,   93.79,  436.73,  309.55,  568.17,,,,,  403.35, 1004.90,     52508, 1408.24,  323.20,    5.06,  319.10,    1.63,,,,,  642.30,    6.69,     52967,  648.99,   1045.65,   1011.59,   2057.24
2024-02-23,00:53:49.647,   93.58,  433.87,  309.23,  565.14,,,,,  402.81,  999.01,     52453, 1401.82,  314.98,    4.59,  313.79,    1.18,,,,,  628.77,    5.77,     52938,  634.54,   1031.58,   1004.78,   2036.36
2024-02-23,00:53:50.648,  101.63,  440.68,  358.83,  583.35,,,,,  460.45, 1024.03,     52515, 1484.48,  364.89,    4.86,  363.23,    1.44,,,,,  728.12,    6.30,     53603,  734.42,   1188.58,   1030.33,   2218.90
2024-02-23,00:53:51.648,  142.67,  403.60,  557.91,  602.15,,,,,  700.58, 1005.75,     53034, 1706.33,  468.94,    4.81,  464.92,    1.38,,,,,  933.87,    6.20,     54760,  940.07,   1634.45,   1011.94,   2646.40
2024-02-23,00:53:52.648,  143.35,  403.44,  556.47,  601.62,,,,,  699.81, 1005.07,     52882, 1704.88,  480.11,    5.05,  473.81,    1.67,,,,,  953.92,    6.72,     54741,  960.63,   1653.73,   1011.78,   2665.51
2024-02-23,00:53:53.647,  143.06,  402.50,  557.21,  600.89,,,,,  700.27, 1003.39,     52886, 1703.66,  489.68,    5.09,  481.72,    1.67,,,,,  971.39,    6.76,     54596,  978.16,   1671.67,   1010.15,   2681.82
2024-02-23,00:53:54.649,  161.94,  366.14,  593.00,  573.63,,,,,  754.94,  939.77,     53100, 1694.71,  550.38,   13.64,  545.72,   10.15,,,,, 1096.10,   23.79,     55174, 1119.89,   1851.03,    963.56,   2814.59
2024-02-23,00:53:55.648,  150.04,  393.96,  575.96,  597.17,,,,,  726.00,  991.13,     53097, 1717.13,  525.02,    4.79,  520.83,    1.36,,,,, 1045.85,    6.15,     55147, 1052.00,   1771.85,    997.28,   2769.13
2024-02-23,00:53:56.648,  149.04,  393.78,  574.47,  596.53,,,,,  723.51,  990.31,     53153, 1713.82,  513.68,    4.78,  508.13,    1.39,,,,, 1021.81,    6.17,     54863, 1027.98,   1745.32,    996.48,   2741.81
2024-02-23,00:53:57.648,  148.51,  395.41,  572.82,  597.66,,,,,  721.33,  993.07,     53071, 1714.40,  509.59,    4.43,  504.60,    1.00,,,,, 1014.20,    5.43,     55074, 1019.62,   1735.53,    998.50,   2734.03
2024-02-23,00:53:58.649,  147.92,  396.24,  571.83,  598.26,,,,,  719.75,  994.50,     53084, 1714.25,  501.99,    4.72,  497.98,    1.31,,,,,  999.97,    6.04,     54717, 1006.01,   1719.73,   1000.53,   2720.26
2024-02-23,00:53:59.649,  147.90,  397.86,  571.06,  599.73,,,,,  718.96,  997.59,     53221, 1716.56,  505.76,    5.17,  500.60,    1.78,,,,, 1006.36,    6.95,     54980, 1013.31,   1725.32,   1004.54,   2729.86
2024-02-23,00:54:00.649,  126.14,  450.81,  496.31,  628.82,,,,,  622.45, 1079.63,     52928, 1702.08,  491.12,    4.97,  485.49,    1.55,,,,,  976.61,    6.52,     54667,  983.13,   1599.06,   1086.15,   2685.21
2024-02-23,00:54:01.649,   86.08,  543.84,  359.49,  678.12,,,,,  445.57, 1221.96,     52673, 1667.53,  459.23,    4.58,  452.94,    1.17,,,,,  912.16,    5.75,     54574,  917.91,   1357.73,   1227.70,   2585.44
2024-02-23,00:54:02.649,   82.64,  540.70,  347.27,  670.71,,,,,  429.91, 1211.41,     52581, 1641.32,  449.25,    4.82,  445.32,    1.38,,,,,  894.57,    6.21,     54310,  900.78,   1324.48,   1217.62,   2542.09
2024-02-23,00:54:03.649,   82.79,  536.58,  344.07,  665.51,,,,,  426.86, 1202.10,     52594, 1628.95,  451.55,    4.69,  445.39,    1.26,,,,,  896.94,    5.95,     54294,  902.89,   1323.80,   1208.05,   2531.85
2024-02-23,00:54:04.650,  100.79,  507.55,  379.83,  646.50,,,,,  480.61, 1154.05,     52702, 1634.66,  501.09,   15.39,  495.65,   11.95,,,,,  996.73,   27.34,     54615, 1024.08,   1477.35,   1181.39,   2658.74
2024-02-23,00:54:05.650,   91.58,  595.18,  352.45,  731.99,,,,,  444.03, 1327.17,     52561, 1771.19,  523.19,   10.05,  518.52,    6.63,,,,, 1041.71,   16.68,     54877, 1058.39,   1485.74,   1343.84,   2829.58
2024-02-23,00:54:06.650,   93.52,  626.23,  344.29,  763.70,,,,,  437.81, 1389.94,     52566, 1827.74,  489.96,    5.09,  487.83,    1.68,,,,,  977.79,    6.77,     54756,  984.56,   1415.59,   1396.71,   2812.30
2024-02-23,00:54:07.650,   92.88,  625.66,  342.50,  762.49,,,,,  435.38, 1388.15,     52542, 1823.53,  465.84,    4.75,  461.16,    1.33,,,,,  926.99,    6.08,     54551,  933.08,   1362.37,   1394.24,   2756.61
2024-02-23,00:54:08.650,   92.91,  625.87,  342.08,  762.48,,,,,  434.99, 1388.34,     52507, 1823.33,  453.53,    5.08,  446.53,    1.67,,,,,  900.07,    6.76,     54461,  906.82,   1335.05,   1395.10,   2730.15
2024-02-23,00:54:09.650,   93.24,  625.81,  342.68,  762.38,,,,,  435.91, 1388.19,     52558, 1824.11,  454.07,    4.74,  447.65,    1.32,,,,,  901.73,    6.06,     54449,  907.79,   1337.64,   1394.26,   2731.90
2024-02-23,00:54:10.650,  104.60,  624.68,  376.97,  773.30,,,,,  481.58, 1397.99,     52566, 1879.56,  462.63,    5.59,  457.72,    2.18,,,,,  920.35,    7.77,     54550,  928.12,   1401.93,   1405.76,   2807.68
2024-02-23,00:54:11.651,  122.10,  621.44,  430.17,  789.71,,,,,  552.27, 1411.15,     52542, 1963.42,  458.06,    4.85,  454.13,    1.43,,,,,  912.19,    6.28,     54506,  918.47,   1464.45,   1417.44,   2881.89
2024-02-23,00:54:12.652,  122.39,  620.60,  431.70,  789.38,,,,,  554.08, 1409.98,     52585, 1964.06,  456.80,    4.81,  452.24,    1.39,,,,,  909.04,    6.20,     54492,  915.25,   1463.13,   1416.18,   2879.31
2024-02-23,00:54:13.652,  122.20,  619.61,  431.28,  788.20,,,,,  553.48, 1407.81,     52567, 1961.29,  455.86,    4.80,  450.85,    1.36,,,,,  906.70,    6.16,     54453,  912.87,   1460.19,   1413.97,   2874.16
2024-02-23,00:54:14.653,  122.61,  621.77,  433.32,  790.99,,,,,  555.93, 1412.75,     52581, 1968.69,  461.86,    5.31,  453.51,    1.88,,,,,  915.37,    7.19,     54567,  922.56,   1471.30,   1419.94,   2891.25
2024-02-23,00:54:15.653,  129.82,  593.26,  457.32,  768.69,,,,,  587.14, 1361.95,     52689, 1949.09,  550.97,   27.97,  544.92,   24.52,,,,, 1095.88,   52.50,     54984, 1148.38,   1683.03,   1414.45,   3097.47
2024-02-23,00:54:16.653,  123.36,  620.22,  435.19,  789.73,,,,,  558.55, 1409.94,     52528, 1968.49,  496.37,    6.24,  491.28,    2.81,,,,,  987.64,    9.05,     54706,  996.69,   1546.19,   1418.99,   2965.19
2024-02-23,00:54:17.653,  122.15,  621.22,  430.57,  789.57,,,,,  552.72, 1410.79,     52579, 1963.52,  474.57,    5.23,  471.92,    1.82,,,,,  946.49,    7.05,     54620,  953.54,   1499.21,   1417.84,   2917.05
2024-02-23,00:54:18.653,  122.79,  619.49,  433.75,  788.80,,,,,  556.54, 1408.29,     52581, 1964.83,  466.40,    4.81,  460.68,    1.37,,,,,  927.08,    6.18,     54408,  933.26,   1483.62,   1414.47,   2898.08
2024-02-23,00:54:19.654,  121.94,  620.86,  431.00,  789.51,,,,,  552.94, 1410.37,     52563, 1963.31,  458.60,    4.98,  452.28,    1.55,,,,,  910.88,    6.53,     54506,  917.41,   1463.82,   1416.89,   2880.72
2024-02-23,00:54:20.654,  117.26,  638.72,  416.03,  802.32,,,,,  533.29, 1441.05,     52570, 1974.34,  467.92,    5.04,  462.30,    1.60,,,,,  930.22,    6.65,     54636,  936.87,   1463.52,   1447.69,   2911.21
2024-02-23,00:54:21.654,  107.82,  673.53,  383.98,  826.60,,,,,  491.81, 1500.13,     52626, 1991.93,  502.35,    5.55,  496.60,    2.15,,,,,  998.94,    7.70,     54896, 1006.64,   1490.75,   1507.83,   2998.58
2024-02-23,00:54:22.654,  109.11,  673.67,  388.78,  828.13,,,,,  497.89, 1501.80,     52565, 1999.69,  500.72,    4.81,  496.34,    1.38,,,,,  997.06,    6.20,     54773, 1003.26,   1494.95,   1508.00,   3002.95
2024-02-23,00:54:23.654,  107.99,  673.05,  384.83,  826.38,,,,,  492.81, 1499.43,     52548, 1992.24,  500.60,    5.24,  495.78,    1.83,,,,,  996.38,    7.07,     54936, 1003.44,   1489.19,   1506.50,   2995.69
2024-02-23,00:54:24.654,  109.18,  673.41,  388.91,  827.87,,,,,  498.09, 1501.28,     52584, 1999.38,  498.69,    4.81,  494.00,    1.38,,,,,  992.70,    6.19,     54720,  998.88,   1490.79,   1507.47,   2998.26
2024-02-23,00:54:25.654,  124.62,  631.48,  442.69,  800.55,,,,,  567.31, 1432.03,     52616, 1999.34,  550.35,   16.62,  545.54,   13.16,,,,, 1095.89,   29.77,     55091, 1125.66,   1663.20,   1461.80,   3125.00
2024-02-23,00:54:26.654,  110.27,  674.46,  392.39,  829.84,,,,,  502.67, 1504.30,     52572, 2006.97,  538.84,    6.06,  534.54,    2.63,,,,, 1073.37,    8.69,     55091, 1082.06,   1576.04,   1512.99,   3089.03
2024-02-23,00:54:27.654,  108.37,  673.34,  385.96,  827.04,,,,,  494.33, 1500.38,     52565, 1994.71,  522.64,    5.34,  518.84,    1.93,,,,, 1041.48,    7.28,     55087, 1048.76,   1535.81,   1507.65,   3043.46
2024-02-23,00:54:28.654,  109.43,  673.69,  389.27,  828.12,,,,,  498.70, 1501.81,     52578, 2000.51,  512.02,    4.79,  507.70,    1.37,,,,, 1019.73,    6.16,     55004, 1025.88,   1518.43,   1507.97,   3026.39
2024-02-23,00:54:29.655,  108.15,  673.30,  385.35,  826.85,,,,,  493.50, 1500.15,     52545, 1993.65,  506.53,    5.13,  502.02,    1.69,,,,, 1008.55,    6.82,     54858, 1015.37,   1502.05,   1506.96,   3009.02
2024-02-23,00:54:30.655,  109.59,  673.77,  390.35,  828.78,,,,,  499.95, 1502.55,     52570, 2002.49,  503.55,    4.75,  498.56,    1.33,,,,, 1002.11,    6.08,     54936, 1008.19,   1502.05,   1508.63,   3010.68
2024-02-23,00:54:31.655,  108.35,  673.15,  385.89,  826.78,,,,,  494.24, 1499.94,     52560, 1994.17,  501.75,    5.20,  495.83,    1.79,,,,,  997.58,    6.99,     54802, 1004.57,   1491.81,   1506.93,   2998.74
2024-02-23,00:54:32.655,  109.52,  673.68,  389.72,  828.32,,,,,  499.24, 1502.00,     52556, 2001.24,  504.51,    5.28,  500.02,    1.84,,,,, 1004.53,    7.12,     54906, 1011.65,   1503.77,   1509.12,   3012.89
2024-02-23,00:54:33.656,  108.56,  673.40,  385.99,  826.96,,,,,  494.55, 1500.36,     52553, 1994.91,  505.12,    5.33,  501.48,    1.90,,,,, 1006.60,    7.23,     54724, 1013.83,   1501.15,   1507.59,   3008.74
2024-02-23,00:54:34.657,  109.34,  674.45,  389.10,  828.96,,,,,  498.43, 1503.42,     52593, 2001.85,  504.67,    4.71,  500.22,    1.27,,,,, 1004.89,    5.98,     54885, 1010.88,   1503.33,   1509.40,   3012.72
2024-02-23,00:54:35.657,  100.65,  639.51,  354.38,  780.04,,,,,  455.03, 1419.55,     52552, 1874.58,  541.50,   15.66,  535.07,   12.26,,,,, 1076.57,   27.93,     55074, 1104.49,   1531.60,   1447.48,   2979.07
2024-02-23,00:54:36.657,   72.39,  626.68,  245.66,  726.78,,,,,  318.05, 1353.45,     52515, 1671.50,  563.11,   12.26,  557.72,    8.82,,,,, 1120.84,   21.08,     55236, 1141.92,   1438.89,   1374.53,   2813.42
2024-02-23,00:54:37.657,   50.31,  623.38,  166.66,  695.63,,,,,  216.97, 1319.02,     52437, 1535.99,  528.16,    5.62,  522.94,    2.20,,,,, 1051.10,    7.82,     54911, 1058.92,   1268.07,   1326.83,   2594.90
2024-02-23,00:54:38.656,   50.58,  622.44,  166.69,  694.61,,,,,  217.27, 1317.05,     52438, 1534.32,  520.41,    5.26,  515.04,    1.86,,,,, 1035.45,    7.12,     54846, 1042.57,   1252.73,   1324.17,   2576.90
2024-02-23,00:54:39.657,   49.29,  623.31,  163.02,  694.07,,,,,  212.31, 1317.38,     52494, 1529.68,  513.01,    5.15,  508.36,    1.75,,,,, 1021.37,    6.90,     54836, 1028.27,   1233.67,   1324.28,   2557.95
2024-02-23,00:54:40.657,   55.58,  617.80,  183.25,  697.33,,,,,  238.83, 1315.13,     52454, 1553.96,  495.56,    4.98,  491.67,    1.56,,,,,  987.23,    6.54,     54865,  993.78,   1226.06,   1321.68,   2547.74
2024-02-23,00:54:41.658,   64.80,  605.25,  212.12,  697.46,,,,,  276.92, 1302.70,     52469, 1579.62,  463.53,    4.61,  460.58,    1.21,,,,,  924.11,    5.82,     54456,  929.93,   1201.03,   1308.52,   2509.55
2024-02-23,00:54:42.658,   64.08,  605.72,  209.73,  697.13,,,,,  273.81, 1302.85,     52511, 1576.66,  458.34,    4.77,  453.15,    1.35,,,,,  911.49,    6.12,     54533,  917.61,   1185.30,   1308.97,   2494.26
2024-02-23,00:54:43.658,   64.96,  606.01,  212.78,  698.43,,,,,  277.74, 1304.44,     52450, 1582.19,  460.31,    5.05,  455.92,    1.63,,,,,  916.23,    6.68,     54372,  922.91,   1193.97,   1311.13,   2505.09
2024-02-23,00:54:44.657,   64.28,  605.66,  210.48,  697.47,,,,,  274.76, 1303.13,     52448, 1577.89,  458.70,    5.11,  454.37,    1.70,,,,,  913.06,    6.81,     54389,  919.88,   1187.82,   1309.94,   2497.76
2024-02-23,00:54:45.658,   63.85,  605.91,  209.02,  697.08,,,,,  272.87, 1302.98,     52500, 1575.85,  457.22,    5.10,  449.84,    1.67,,,,,  907.05,    6.78,     54526,  913.83,   1179.92,   1309.76,   2489.68
2024-02-23,00:54:46.658,   78.45,  611.13,  257.36,  718.46,,,,,  335.82, 1329.59,     52504, 1665.40,  531.55,   26.01,  525.03,   22.59,,,,, 1056.58,   48.60,     54793, 1105.18,   1392.40,   1378.18,   2770.58
