SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),System-Read,System-Write,System-Memory
  605.55,  257.93,  622.38,  260.30,  557.10,  247.66,  673.33,  264.87, 2458.36, 1030.77,    125477, 3489.12,   2458.36,   1030.77,   3489.12
  605.11,  257.65,  622.47,  260.26,  557.12,  247.58,  673.28,  264.75, 2457.99, 1030.24,    125391, 3488.23,   2457.99,   1030.24,   3488.23
  606.54,  258.43,  623.14,  260.70,  557.97,  247.96,  674.55,  265.19, 2462.20, 1032.27,    125434, 3494.47,   2462.20,   1032.27,   3494.47
  605.31,  258.27,  622.78,  260.52,  557.67,  248.00,  674.37,  265.28, 2460.12, 1032.07,    125515, 3492.19,   2460.12,   1032.07,   3492.19
  605.36,  258.20,  621.68,  259.90,  557.06,  247.79,  674.05,  265.20, 2458.15, 1031.09,    125390, 3489.24,   2458.15,   1031.09,   3489.24
  607.29,  259.19,  623.89,  260.73,  559.61,  248.65,  676.03,  265.97, 2466.82, 1034.53,    125511, 3501.35,   2466.82,   1034.53,   3501.35
  605.33,  257.93,  621.96,  260.12,  557.81,  248.07,  673.31,  264.98, 2458.40, 1031.10,    125368, 3489.50,   2458.40,   1031.10,   3489.50
  605.38,  258.79,  621.45,  260.61,  556.66,  248.00,  671.30,  264.67, 2454.79, 1032.08,    125408, 3486.87,   2454.79,   1032.08,   3486.87
  603.00,  258.93,  618.51,  260.41,  554.40,  248.05,  669.51,  264.91, 2445.42, 1032.31,    125498, 3477.73,   2445.42,   1032.31,   3477.73
  603.79,  258.22,  620.27,  260.02,  555.65,  247.78,  671.29,  264.90, 2451.00, 1030.92,    125416, 3481.92,   2451.00,   1030.92,   3481.92
  603.17,  257.91,  619.64,  259.65,  554.24,  247.07,  669.84,  264.43, 2446.89, 1029.05,    125402, 3475.95,   2446.89,   1029.05,   3475.95
  603.89,  258.06,  619.56,  259.69,  555.97,  247.83,  670.68,  264.77, 2450.10, 1030.35,    125502, 3480.45,   2450.10,   1030.35,   3480.45
  603.55,  257.87,  620.25,  259.79,  556.13,  247.85,  670.05,  264.16, 2449.97, 1029.67,    125403, 3479.64,   2449.97,   1029.67,   3479.64
  604.18,  258.04,  621.22,  259.70,  556.49,  247.98,  671.25,  264.12, 2453.15, 1029.84,    125398, 3482.99,   2453.15,   1029.84,   3482.99
  605.77,  258.84,  621.80,  260.51,  558.02,  248.63,  673.71,  266.01, 2459.30, 1034.01,    125490, 3493.31,   2459.30,   1034.01,   3493.31
  603.44,  258.06,  619.90,  259.84,  554.93,  247.54,  670.95,  264.72, 2449.22, 1030.15,    125365, 3479.37,   2449.22,   1030.15,   3479.37
  604.24,  258.04,  620.60,  260.01,  556.04,  247.92,  671.47,  264.98, 2452.36, 1030.95,    125376, 3483.31,   2452.36,   1030.95,   3483.31
  603.90,  257.87,  620.74,  260.12,  556.36,  248.11,  671.72,  264.74, 2452.72, 1030.84,    125503, 3483.56,   2452.72,   1030.84,   3483.56
  604.06,  258.39,  620.41,  259.93,  556.28,  247.79,  671.86,  264.78, 2452.61, 1030.88,    125418, 3483.49,   2452.61,   1030.88,   3483.49
  604.43,  258.37,  621.40,  260.12,  556.72,  247.93,  673.26,  265.14, 2455.81, 1031.55,    125407, 3487.37,   2455.81,   1031.55,   3487.37
  605.38,  258.61,  622.33,  260.32,  557.42,  248.11,  674.85,  265.97, 2459.98, 1033.00,    125480, 3492.99,   2459.98,   1033.00,   3492.99
  604.89,  258.43,  621.66,  260.09,  556.07,  247.43,  673.65,  265.39, 2456.27, 1031.34,    125375, 3487.61,   2456.27,   1031.34,   3487.61
  604.42,  258.30,  621.64,  260.19,  555.47,  247.14,  672.75,  265.15, 2454.27, 1030.77,    125379, 3485.04,   2454.27,   1030.77,   3485.04
  606.96,  259.06,  623.05,  260.59,  556.43,  247.93,  674.74,  265.95, 2461.18, 1033.52,    125492, 3494.70,   2461.18,   1033.52,   3494.70
  605.53,  258.36,  621.05,  259.76,  555.11,  247.47,  673.27,  265.77, 2454.96, 1031.37,    125354, 3486.33,   2454.96,   1031.37,   3486.33
  606.65,  258.98,  622.25,  260.35,  556.47,  247.80,  674.88,  266.05, 2460.25, 1033.18,    125541, 3493.43,   2460.25,   1033.18,   3493.43
  606.28,  258.77,  621.70,  260.03,  555.99,  247.61,  673.76,  265.78, 2457.74, 1032.19,    125369, 3489.93,   2457.74,   1032.19,   3489.93
  606.27,  258.93,  620.14,  259.89,  555.82,  247.66,  673.03,  265.36, 2455.27, 1031.85,    125402, 3487.11,   2455.27,   1031.85,   3487.11
  606.52,  258.97,  621.50,  260.43,  556.92,  248.36,  674.33,  265.97, 2459.28, 1033.73,    125536, 3493.01,   2459.28,   1033.73,   3493.01
  605.60,  258.56,  621.62,  260.23,  556.33,  247.74,  673.96,  265.82, 2457.51, 1032.35,    125381, 3489.86,   2457.51,   1032.35,   3489.86
